Company_name,Description
National Small Industries Corporation,Government 
Amity International School,Education & Training 
Fangs Technology,Consumer Electronics & Appliances 
Clarks Inn Group of Hotels,Hospitality 
Collage,Retail 
Lubi Industries Llp,Industrial Machinery 
Gangavaram Port,Ports & Shipping 
Back Office,BPO 
Pyrotech Electronics,Electronics Manufacturing 
Hospet Steels,Iron & Steel 
River Engineering,Industrial Machinery 
Axa Parenterals,Pharma 
Sun Technologies,IT Services & Consulting 
MyCaptain,Internet 
Redington Gulf,IT Services & Consulting 
Programmers.io,IT Services & Consulting 
Upstox,FinTech 
WorkIndia,IT Services & Consulting 
Chowgule Industries,Auto Components 
FEV,Auto Components 
Ajax Engineering,Engineering & Construction 
Orchid Hotel,Hospitality 
Aagna Global Solutions,BPO 
Flemingo Duty Free Shop,Retail 
YFC PROJECTS,Engineering & Construction 
Orange City Water,Waste Management 
Centelon,IT Services & Consulting 
Ankur Seeds,Agriculture 
NIMT,Education & Training 
Milan Laboratories India Private Limited,Pharma 
Mohani Tea Leaves,FMCG 
ING Vysya Bank,Banking 
In2IT Technologies,IT Services & Consulting 
Donear Industries,Fashion & Textile 
Media.net Software Services (India),Marketing & Advertising 
Paynearby Technologies,FinTech 
CMR Engineering College,Education & Training 
Sri Chaitanya Schools,Education & Training 
Shyam Steel Manufacturing,1k-5k Employees 
RLabs Enterprise Services,Recruitment 
Sundaram Home Finance,NBFC 
NDS InfoServ,BPO 
Caliber Technologies,IT Services & Consulting 
Enzene Biosciences,Pharma 
Camp K-12,EdTech 
Shipping Corporation of India,Logistics 
Pramata Knowledge Solutions,IT Services & Consulting 
Fulcrum Worldwide Software,IT Services & Consulting 
Maya Academy of Advanced Cinematics,Animation & VFX 
Tata Ficosa Automotive Systems,Auto Components 
Godrej Tyson Food,Food Processing 
SIAC SKH India Cabs Manufacturing,Industrial Machinery 
Enrich Hair And Skin Solutions,Beauty & Personal Care 
Divgi Torqtransfer Systems,Auto Components 
VGM Consultants,Financial Services 
Kwality Pharmaceuticals,Pharma 
Six Sigma Soft Solutions,IT Services & Consulting 
NexTurn,IT Services & Consulting 
SHARON BIO MEDICINE,Pharma 
Cadeploy Engineering,Engineering & Construction 
Embitel Technologies,IT Services & Consulting 
Automation Anywhere,Industrial Automation 
Unify Technologies,IT Services & Consulting 
KDK Software,Software Product 
Park Plus,Internet 
Wicked Ride Adventures,Internet 
Hartex Rubber,Auto Components 
Thejo Engineering,Engineering & Construction 
Nippo Batteries,Auto Components 
Corrtech International,Engineering & Construction 
Jasper Industries,Automobile 
Wonderchef Home Appliances,Consumer Electronics & Appliances 
Satvat Infosol,IT Services & Consulting 
Tata Main Hospital,Healthcare 
Vsun Mobile,Telecom 
ASSA ABLOY,Real Estate 
Jyote Motors,Automobile 
Prestige Estates Projects,Real Estate 
Tecnotree Convergence,Telecom 
Denso Ten Minda India,Auto Components 
Mit World Peace University,Education & Training 
Collman Services,BPO 
Birla Cellulose,Pulp & Paper 
Eduvanz,FinTech 
Etihad Airways,Aviation 
Prothious Engineering Services,Design 
CETPA InfoTech,IT Services & Consulting 
GGK Technologies,IT Services & Consulting 
The Hindu Group,Printing & Publishing 
Amar Cars,Automobile 
Mahindra Sanyo Special Steel,Iron & Steel 
MeritTrac,EdTech 
Ayesa,IT Services & Consulting 
Air India Engineering Services,Industrial Machinery 
Montage Enterprises,Packaging 
Lulu Hypermarket,Retail 
SPX Flow Technology,Industrial Machinery 
Pure & Cure Healthcare,Pharma 
Oasis Resource Management,Other 
Trident Automobiles,Auto Components 
Tripjack,Travel & Tourism 
AML RightSource,New Delhi +7 more
Prudent Corporate Advisory Services,Investment Banking / Venture Capital / Private Equity 
ION Group,Software Product 
FCS Software Solutions,IT Services & Consulting 
BlazeClan Technologies,IT Services & Consulting 
Inchcape Shipping Services,Ports & Shipping 
Lauren Information Technologies,IT Services & Consulting 
Ashish Life Science,Pharma 
J Pan Tubular Components,Industrial Machinery 
Tech2Globe,IT Services & Consulting 
Naga,Food Processing 
Bimal Auto Agency,Auto Components 
Amnet Systems,IT Services & Consulting 
ARB Bearings,Auto Components 
Exicom Tele Systems,Gurgaon / Gurugram +10 more
Marque Impex,Import & Export 
Affine,IT Services & Consulting 
Jayem Automotives,Auto Components 
BG Distributors,FMCG 
FAIRWAY ENTERPRISES,Leather 
Accentuate Technology,IT Services & Consulting 
Bewakoof,Fashion & Textile 
L&T Power Transmission & Distribution,Power 
Affine,IT Services & Consulting 
Jayem Automotives,Auto Components 
Tech Mahindra Foundation,Non-Profit 
Naga,Food Processing 
BG Distributors,FMCG 
ACN Health care,BPO 
Accentuate Technology,IT Services & Consulting 
FAIRWAY ENTERPRISES,Leather 
Marque Impex,Import & Export 
Birla Shakti Cement,Engineering & Construction 
Sunbeam School,Education & Training 
Bewakoof,Fashion & Textile 
L&T Power Transmission & Distribution,Power 
Carelan,Hyderabad / Secunderabad +5 more
Welspun Transformation Services Limited,IT Services & Consulting 
Zeno Health,Startup 
SAS,IT Services & Consulting 
Teerthanker Mahaveer University,Education & Training 
OneClick IT Consultancy,IT Services & Consulting 
SITA,IT Services & Consulting 
Teerthanker Mahaveer University,Education & Training 
SAS,IT Services & Consulting 
Appcino Technologies,IT Services & Consulting 
Network Intelligence India,Law Enforcement & Security 
Mahindra Two Wheelers,Automobile 
Sahyadri Industries,Building Material 
ValGenesis,Software Product 
Agility E Services,IT Services & Consulting 
Medgenome Labs,Biotechnology 
Metro Tyres,Auto Components 
MyGlamm,Beauty & Personal Care 
Shree Technocrat Communication Systems,Telecom 
Sterling Biotech,Pharma 
Suhail Bahwan Automobiles,Auto Components 
NIMS University,Education & Training 
Overseas Health Care,Pharma 
Gulf Oil Corporation,Oil & Gas 
Speciality Restaurants,Hospitality 
Deep Industries,Oil & Gas 
Peerless Hospital,Healthcare 
MyGlamm,Beauty & Personal Care 
Sahyadri Industries,Building Material 
Peerless Hospital,Healthcare 
Sterling Biotech,Pharma 
Hospital Chemist,New Delhi +57 more
Adani Transmission,Real Estate 
Concentric,Industrial Machinery 
Sarda Energy & Minerals,Iron & Steel 
Agility E Services,IT Services & Consulting 
SGB,Engineering & Construction 
Makino Auto Industries,Automobile 
MEDICO Healthcare Services & Technologies,Healthcare 
University of Engineering and Management,Education & Training 
IonIdea Interactive,Software Product 
Steril Gene Life Sciences,Pharma 
Overseas Health Care,Pharma 
Suhail Bahwan Automobiles,Auto Components 
Speciality Restaurants,Hospitality 
Deep Industries,Oil & Gas 
Maharashtra State Road Transport Corporation,Urban Transport 
Steril Gene Life Sciences,Pharma 
Innovassynth Technologies,Chemicals 
Adani Transmission,Real Estate 
Bry-Air (Asia),Industrial Machinery 
Daimler Truck,Bangalore / Bengaluru +3 more
Turito,EdTech 
Venus Home Appliances,Consumer Electronics & Appliances 
Egniol Services,6 years old 
BUDDI.AI,Software Product 
Open Financial Technologies Private Limited,FinTech 
ACI Worldwide,Software Product 
Extentia Information Technology,IT Services & Consulting 
Optiemus Electronics,Electronics Manufacturing 
Vserve Ebusiness Solutions,IT Services & Consulting 
Gunnebo,Defence & Aerospace 
Arch Pharmalabs,Pharma 
First Data,10k-50k Employees (Global) 
East African (I) Overseas Dehradun,Pharma 
Khaitan Electricals,Food Processing 
Mutual Industries,Petrochemicals 
Arch Pharmalabs,Pharma 
HMT Machine Tools,Industrial Machinery 
Philip Morris International,FMCG 
Plintron Global Technology Solutions,Telecom 
Nitor Infotech,IT Services & Consulting 
Ludhiana Beverages,Beverage 
Mutual Industries,Petrochemicals 
Holostik,Packaging 
AGIO Pharmaceuticals,Pharma 
Rural Electrification Corporation,Power 
Synchronoss Technologies,Telecom 
SP Apparels,Fashion & Textile 
ONKAR DIES,Engineering & Construction 
Savita Oil Technologies,Chemicals / Agri Inputs 
Zinnov Management Consulting,Management Consulting 
Oswal Group,Fashion & Textile 
Career Point,Education & Training 
First Data,10k-50k Employees (Global) 
Pin Click,Real Estate 
Infocus Technologies,IT Services & Consulting 
Jotun Paints,Petrochemicals 
Basix,Financial Services 
Aranca,Analytics & KPO 
Philip Morris International,FMCG 
Nitor Infotech,IT Services & Consulting 
HMT Machine Tools,Industrial Machinery 
Plintron Global Technology Solutions,Telecom 
Brainium Information Technologies,IT Services & Consulting 
Tps Infrastructure,Industrial Machinery 
Diagno Labs,Healthcare 
ONKAR DIES,Engineering & Construction 
Meghmani Finechem,Chemicals 
Rexel,Industrial Automation 
S&IB Services,Facility Management Services 
Ewac Alloys,Industrial Machinery 
Infocus Technologies,IT Services & Consulting 
Oswal Group,Fashion & Textile 
Career Point,Education & Training 
Savita Oil Technologies,Chemicals / Agri Inputs 
Sumeru Software Solutions,IT Services & Consulting 
Paranjape Schemes Construction,Real Estate 
Rubamin,Chemicals 
Vertex Global Services,IT Services & Consulting 
BIC Contracting,Engineering & Construction 
Geeklurn,EdTech 
Bikayi,Marketing & Advertising 
Taggd,Recruitment 
Agiliad Technologies,Industrial Automation 
LimeRoad,Internet 
Amrita Vishwa Vidyapeetham,Education & Training 
Xome,Internet 
John Crane Sealing Systems India,Industrial Machinery 
Square Bpo Services,BPO 
Lynk,Logistics 
Ms Agarwal Foundries,Iron & Steel 
Sri Ranganathar Industries,Industrial Machinery 
Danblock Brakes,Industrial Machinery 
i-Source Infosystems,IT Services & Consulting 
Colorbar Cosmetics,Beauty & Personal Care 
Ujaas Energy,Power 
Euronet Worldwide,FinTech 
Msc Cruises,Ports & Shipping 
Leena Powertech Engineers,Engineering & Construction 
State Street Bank,Banking 
Skechers,Fashion & Textile 
Frost & Sullivan,Management Consulting 
Annet Technologies,Software Product 
Enova Facilities Management LLC,Facility Management Services 
Destek Infosolutions,IT Services & Consulting 
BASIX Academy for Building Lifelong Employability,Education & Training 
SLAP,Management Consulting 
Noccarc Robotics,Medical Equipment 
Paytm Mall,Internet 
Global Cloud Xchange,Telecom 
Natural Remedies,Pharma 
Volante Technologies,FinTech 
Modern Business Solutions,Recruitment 
Qualtech Consultants,IT Services & Consulting 
Ivangel Sales & Services,BPO 
High Court Lucknow,Law Enforcement & Security 
Pickrr,Internet 
Aster Cmi Hospital,Healthcare 
Dish Infra Services,Telecom 
Maxi Multiservices,FinTech 
Ntf,Auto Components 
Bsr Infratech India,Engineering & Construction 
Interglobe Air Transport,Aviation 
C3I Solutions,BPO 
Tresor Systems,Retail 
Panda Retail Company,Retail 
CTX Life Science,Pharma 
FreshersNow,Hyderabad / Secunderabad +27 more
Kriya It,Internet 
Barco Electronic Systems,Consumer Electronics & Appliances 
Housr,Hospitality 
Bentley Systems,Software Product 
Greenway Health,IT Services & Consulting 
CPC Diagnostics,Medical Equipment 
ValueFirst Digital Media,Software Product 
XSEED Education,EdTech 
Bajaj Finserv Health,Internet 
K R Mangalam University,Education & Training 
Colruyt Group,IT Services & Consulting 
Inductotherm,Industrial Machinery 
Mehta Cad Cam Systems,Industrial Machinery 
Medikabazaar,Medical Equipment 
Covestro,201-500 Employees 
Ascendum Solutions,BPO 
TransPerfect,Hardware & Networking 
Serdia Pharmaceuticals,Pharma 
WWICS Group,Travel & Tourism 
3F Industries,Food Processing 
Getix Health,Analytics & KPO 
West Bengal State Electricity Distribution Company,Power 
Avance Consulting Services,Recruitment 
Cape East,Industrial Machinery 
Rishabh Instruments,Electronics Manufacturing 
Sakal Media Group,Media & Entertainment 
Zopper,Internet 
Architect Hafeez Contractor,Architecture & Interior Design 
Presidium School,Education & Training 
AXIS Solutions,Industrial Automation 
AL JABER GROUP,Engineering & Construction 
Milky Mist Dairy Food,Food Processing 
Sun Mobility,Auto Components 
The Chennai Silks,Fashion & Textile 
Proziod Analytics,IT Services & Consulting 
Leonia Holistic Destination,Hospitality 
Sankara Nethralaya,Non-Profit 
Municipal Corporation of Greater Mumbai,Government 
Creative Garments,Fashion & Textile 
Avantha Technologies,IT Services & Consulting 
NSL Sugars,Food Processing 
Shemaroo Entertainment,Media & Entertainment 
Orange Mantra,IT Services & Consulting 
SAMCO Securities,Financial Services 
Umang Dairies,FMCG 
Helmerich & Payne,51-200 Employees 
DesignCafe,Architecture & Interior Design 
DRA Homes,Real Estate 
Hubergroup,Chemicals 
RC Plasto Tanks And Pipes,Petrochemicals 
Aczet,Electronics Manufacturing 
STPL,IT Services & Consulting 
Pran Beverages India,Beverage 
AGS Healthcare,Chennai +6 more
Ultra Corpotech,Industrial Machinery 
NNIIT,EdTech 
Infiiloom,Fashion & Textile 
ETV Bharat,Broadcasting 
Hidoc Dr,Internet 
Weir Minerals,Metals & Mining 
Toppan Merrill Technology Services India,Financial Services 
Toll Group,Logistics 
DLF Brands,Retail 
Strategic Learning Solutions,BPO 
Radius Global Solutions,BPO 
Bharat Coking Coal,Metals & Mining 
iB Hubs,IT Services & Consulting 
Sresta Natural Bioproducts,FMCG 
Apothecon Pharmaceuticals,Pharma 
Chrysalis High,Education & Training 
Lester Infoservices,BPO 
Ven Consulting,Recruitment 
Aspiring Minds,Software Product 
Nutanix,Software Product 
Automotive Stampings and Assemblies,Auto Components 
ToXSL Technologies,IT Services & Consulting 
BigStep Technologies,IT Services & Consulting 
Coherent Market Insights,Management Consulting 
SEG Automotive,Auto Components 
CivilMantra Infracon Private Limited,Engineering & Construction 
Indwell,Engineering & Construction 
ChicMic,Gaming 
Cummins Turbo Technologies,10k-50k Employees 
Chemtrols Industries,Industrial Automation 
Indian School of Business,Analytics & KPO 
Forbes Technosys,IT Services & Consulting 
Aress Software and Education Technologies,IT Services & Consulting 
Zeco Aircon,Industrial Machinery 
Kolors Healthcare,Healthcare 
Ncr Eduservices,Education & Training 
Privat Hospital,Healthcare 
Innova Captab,Pharma 
Oceanic Pharmachem,Pharma 
RAMADA PLAZA,Hospitality 
Tcil,Telecom 
LS Automotive India,Automobile 
BigStep Technologies,IT Services & Consulting 
Indwell,Engineering & Construction 
Sresta Natural Bioproducts,FMCG 
GKB Opticals,Retail 
Ven Consulting,Recruitment 
Coherent Market Insights,Management Consulting 
Lakshmi Life Sciences,Defence & Aerospace 
CivilMantra Infracon Private Limited,Engineering & Construction 
PhableCare,Internet 
SEG Automotive,Auto Components 
QR Crypher,Software Product 
Krystal Integrated Services,Facility Management Services 
PhableCare,Internet 
QR Crypher,Software Product 
Risebird Talent Solutions,Recruitment 
Ishan Technologies,Internet 
Expeditors International,Logistics 
Agilysys Technologies India,IT Services & Consulting 
Executive Ship Management,Ports & Shipping 
ZestMoney,FinTech 
Fedora Solutions,IT Services & Consulting 
Paushak,Chemicals 
Nucon Aerospace,Defence & Aerospace 
Ferromatik Milacron,Industrial Machinery 
Trinity Mobility,IT Services & Consulting 
Aapna Infotech,IT Services & Consulting 
Xotik Frujus,Beverage 
Damodar Valley Corporation,Power 
Vipul Motors,Automobile 
Rane Group,Auto Components 
Visen Industries,Chemicals 
Ravi Foods,Food Processing 
Oaknet Healthcare,Pharma 
Ojas Innovative Technologies,IT Services & Consulting 
Verka milk dairy,Agriculture 
Black Box Corporation,IT Services & Consulting 
A&A Business Consulting,Management Consulting 
Cogito Tech,IT Services & Consulting 
Futures Group,Retail 
AGILE AIRPORT SERVICES,Aviation 
TetraSoft,IT Services & Consulting 
Amrapali Group,Real Estate 
Brickwork Ratings,Financial Services 
GKN Sinter Metals,Auto Components 
Takata,Auto Components 
GD Goenka University,Education & Training 
Rio Tinto,Metals & Mining 
NDTV,Broadcasting 
Mitsubishi Power India,Industrial Machinery 
CBSE,Education & Training 
Furnace Fabrica India,Engineering & Construction 
Arihant Publications,Printing & Publishing 
NDTV,Broadcasting 
ZestMoney,FinTech 
Eglo India,Architecture & Interior Design 
Goel Ganga Developments,Real Estate 
ATC Tires,Auto Components 
Verka milk dairy,Agriculture 
Black Box Corporation,IT Services & Consulting 
A&A Business Consulting,Management Consulting 
Rio Tinto,Metals & Mining 
Aapna Infotech,IT Services & Consulting 
Smart Drive Systems,IT Services & Consulting 
Outlook,51-200 Employees 
Visen Industries,Chemicals 
Futures Group,Retail 
Osource Global,Recruitment 
